Criteria ID,Name,Canonical Name,Parent ID,Country Code,Target Type,Status
9148222,591240,"591240,Karnataka,India",20460.0,IN,Postal Code,Active
9148223,591242,"591242,Karnataka,India",20460.0,IN,Postal Code,Active
9148224,591247,"591247,Karnataka,India",20460.0,IN,Postal Code,Active
9148225,591248,"591248,Karnataka,India",20460.0,IN,Postal Code,Active
9148226,591263,"591263,Karnataka,India",20460.0,IN,Postal Code,Active
9148227,591301,"591301,Karnataka,India",20460.0,IN,Postal Code,Active
9148228,591303,"591303,Karnataka,India",20460.0,IN,Postal Code,Active
9148229,591308,"591308,Karnataka,India",20460.0,IN,Postal Code,Active
9148230,591312,"591312,Karnataka,India",20460.0,IN,Postal Code,Active
9148231,591313,"591313,Karnataka,India",20460.0,IN,Postal Code,Active
9148232,591316,"591316,Karnataka,India",20460.0,IN,Postal Code,Active
9148233,591317,"591317,Karnataka,India",20460.0,IN,Postal Code,Active
9148234,591340,"591340,Karnataka,India",20460.0,IN,Postal Code,Active
9148235,591344,"591344,Karnataka,India",20460.0,IN,Postal Code,Active
9148236,591345,"591345,Karnataka,India",20460.0,IN,Postal Code,Active
9148237,600080,"600080,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148238,602026,"602026,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148239,602301,"602301,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148240,604151,"604151,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148241,604201,"604201,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148242,604202,"604202,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148243,604203,"604203,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148244,604204,"604204,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148245,604207,"604207,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148246,604301,"604301,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148247,604302,"604302,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148248,604303,"604303,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148249,604305,"604305,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148250,604307,"604307,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148251,604401,"604401,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148252,604403,"604403,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148253,604406,"604406,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148254,604407,"604407,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148255,604408,"604408,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148256,604409,"604409,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148257,604410,"604410,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148258,604501,"604501,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148259,604502,"604502,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148260,604505,"604505,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148261,604601,"604601,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148262,605004,"605004,Puducherry,India",20467.0,IN,Postal Code,Active
9148263,605007,"605007,India",2356.0,IN,Postal Code,Active
9148264,605009,"605009,India",2356.0,IN,Postal Code,Active
9148265,605014,"605014,India",2356.0,IN,Postal Code,Active
9148266,605101,"605101,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148267,605103,"605103,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148268,605104,"605104,India",2356.0,IN,Postal Code,Active
9148269,605105,"605105,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148270,605110,"605110,India",2356.0,IN,Postal Code,Active
9148271,605201,"605201,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148272,605203,"605203,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148273,605301,"605301,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148274,605402,"605402,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148275,605501,"605501,India",2356.0,IN,Postal Code,Active
9148276,605502,"605502,India",2356.0,IN,Postal Code,Active
9148277,605601,"605601,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148278,605701,"605701,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148279,605702,"605702,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148280,605751,"605751,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148281,605754,"605754,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148282,605758,"605758,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148283,605759,"605759,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148284,605766,"605766,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148285,605801,"605801,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148286,605803,"605803,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148287,606001,"606001,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148288,606102,"606102,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148289,606103,"606103,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148290,606106,"606106,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148291,606107,"606107,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148292,606108,"606108,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148293,606115,"606115,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148294,606201,"606201,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148295,606202,"606202,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148296,606204,"606204,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148297,606205,"606205,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148298,606207,"606207,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148299,606209,"606209,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148300,606301,"606301,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148301,606302,"606302,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148302,606603,"606603,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148303,606611,"606611,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148304,606701,"606701,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148305,606702,"606702,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148306,606704,"606704,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148307,606708,"606708,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148308,606710,"606710,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148309,606751,"606751,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148310,606753,"606753,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148311,606754,"606754,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148312,606755,"606755,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148313,606801,"606801,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148314,606803,"606803,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148315,606805,"606805,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148316,606806,"606806,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148317,606807,"606807,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148318,606903,"606903,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148319,606905,"606905,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148320,606907,"606907,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148321,606908,"606908,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148322,607001,"607001,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148323,607104,"607104,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148324,607105,"607105,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148325,607108,"607108,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148326,607109,"607109,India",2356.0,IN,Postal Code,Active
9148327,607203,"607203,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148328,607205,"607205,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148329,607209,"607209,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148330,607301,"607301,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148331,607401,"607401,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148332,607402,"607402,India",2356.0,IN,Postal Code,Active
9148333,607801,"607801,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148334,607802,"607802,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148335,607803,"607803,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148336,607804,"607804,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148337,607805,"607805,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148338,608001,"608001,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148339,608002,"608002,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148340,608102,"608102,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148341,608301,"608301,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148342,608302,"608302,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148343,608305,"608305,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148344,608401,"608401,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148345,608501,"608501,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148346,608602,"608602,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148347,608701,"608701,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148348,608703,"608703,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148349,609003,"609003,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148350,609101,"609101,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148351,609102,"609102,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148352,609103,"609103,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148353,609105,"609105,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148354,609108,"609108,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148355,609109,"609109,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148356,609110,"609110,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148357,609113,"609113,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148358,609115,"609115,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148359,609117,"609117,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148360,609118,"609118,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148361,609301,"609301,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148362,609302,"609302,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148363,609304,"609304,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148364,609305,"609305,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148365,609307,"609307,India",2356.0,IN,Postal Code,Active
9148366,609309,"609309,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148367,609310,"609310,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148368,609312,"609312,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148369,609314,"609314,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148370,609401,"609401,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148371,609402,"609402,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148372,609403,"609403,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148373,609602,"609602,Puducherry,India",20467.0,IN,Postal Code,Active
9148374,609603,"609603,India",2356.0,IN,Postal Code,Active
9148375,609604,"609604,India",2356.0,IN,Postal Code,Active
9148376,609605,"609605,Puducherry,India",20467.0,IN,Postal Code,Active
9148377,609606,"609606,India",2356.0,IN,Postal Code,Active
9148378,609608,"609608,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148379,609801,"609801,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148380,609802,"609802,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148381,609803,"609803,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148382,609804,"609804,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148383,609806,"609806,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148384,609810,"609810,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148385,611003,"611003,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148386,611102,"611102,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148387,611105,"611105,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148388,611106,"611106,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148389,611110,"611110,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148390,611111,"611111,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148391,612201,"612201,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148392,612203,"612203,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148393,612602,"612602,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148394,612802,"612802,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148395,612902,"612902,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148396,612904,"612904,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148397,614616,"614616,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148398,614617,"614617,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148399,614619,"614619,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148400,614620,"614620,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148401,614622,"614622,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148402,614629,"614629,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148403,614702,"614702,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148404,614707,"614707,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148405,614715,"614715,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148406,614801,"614801,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148407,614808,"614808,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148408,614902,"614902,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148409,620001,"620001,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148410,620004,"620004,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148411,620007,"620007,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148412,620010,"620010,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148413,620013,"620013,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148414,620014,"620014,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148415,620015,"620015,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148416,620020,"620020,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148417,620021,"620021,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148418,620024,"620024,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148419,620101,"620101,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148420,621001,"621001,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148421,621002,"621002,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148422,621003,"621003,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148423,621005,"621005,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148424,621007,"621007,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148425,621008,"621008,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148426,621010,"621010,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148427,621101,"621101,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148428,621102,"621102,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148429,621103,"621103,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148430,621110,"621110,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148431,621111,"621111,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148432,621113,"621113,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148433,621114,"621114,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148434,621115,"621115,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148435,621118,"621118,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148436,621133,"621133,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148437,621204,"621204,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148438,621207,"621207,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148439,621210,"621210,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148440,621212,"621212,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148441,621215,"621215,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148442,621217,"621217,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148443,621218,"621218,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148444,621220,"621220,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148445,621301,"621301,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148446,621302,"621302,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148447,621305,"621305,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148448,621307,"621307,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148449,621310,"621310,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148450,621312,"621312,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148451,621313,"621313,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148452,621601,"621601,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148453,621652,"621652,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148454,621653,"621653,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148455,621701,"621701,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148456,621705,"621705,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148457,621707,"621707,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148458,621709,"621709,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148459,621710,"621710,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148460,621713,"621713,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148461,621716,"621716,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148462,621717,"621717,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148463,621719,"621719,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148464,621722,"621722,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148465,621730,"621730,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148466,621801,"621801,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148467,621802,"621802,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148468,621803,"621803,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148469,621805,"621805,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148470,622001,"622001,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148471,622002,"622002,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148472,622004,"622004,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148473,622102,"622102,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148474,622104,"622104,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148475,622201,"622201,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148476,622202,"622202,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148477,622203,"622203,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148478,622204,"622204,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148479,622209,"622209,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148480,622301,"622301,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148481,622402,"622402,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148482,622403,"622403,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148483,622404,"622404,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148484,622408,"622408,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148485,622411,"622411,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148486,622412,"622412,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148487,622422,"622422,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148488,622501,"622501,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148489,622504,"622504,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148490,622506,"622506,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148491,622507,"622507,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148492,623115,"623115,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148493,623308,"623308,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148494,623315,"623315,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148495,623401,"623401,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148496,623403,"623403,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148497,623404,"623404,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148498,623406,"623406,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148499,623407,"623407,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148500,623501,"623501,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148501,623502,"623502,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148502,623504,"623504,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148503,623512,"623512,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148504,623513,"623513,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148505,623514,"623514,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148506,623515,"623515,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148507,623516,"623516,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148508,623517,"623517,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148509,623518,"623518,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148510,623519,"623519,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148511,623521,"623521,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148512,623522,"623522,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148513,623524,"623524,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148514,623526,"623526,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148515,623527,"623527,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148516,623528,"623528,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148517,623529,"623529,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148518,623530,"623530,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148519,623531,"623531,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148520,623534,"623534,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148521,623537,"623537,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148522,623538,"623538,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148523,623566,"623566,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148524,623601,"623601,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148525,623603,"623603,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148526,623701,"623701,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148527,623703,"623703,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148528,623704,"623704,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148529,623705,"623705,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148530,623707,"623707,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148531,623711,"623711,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148532,623712,"623712,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148533,624001,"624001,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148534,624101,"624101,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148535,624103,"624103,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148536,624202,"624202,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148537,624204,"624204,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148538,624206,"624206,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148539,624208,"624208,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148540,624210,"624210,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148541,624215,"624215,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148542,624216,"624216,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148543,624219,"624219,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148544,624220,"624220,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148545,624301,"624301,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148546,624302,"624302,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148547,624307,"624307,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148548,624401,"624401,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148549,624403,"624403,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148550,624610,"624610,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148551,624613,"624613,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148552,624614,"624614,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148553,624615,"624615,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148554,624616,"624616,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148555,624618,"624618,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148556,624701,"624701,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148557,624703,"624703,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148558,624704,"624704,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148559,624706,"624706,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148560,624710,"624710,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148561,624802,"624802,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148562,625203,"625203,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148563,625512,"625512,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148564,625513,"625513,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148565,625517,"625517,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148566,625519,"625519,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148567,625521,"625521,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148568,625522,"625522,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148569,625524,"625524,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148570,625526,"625526,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148571,625528,"625528,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148572,625530,"625530,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148573,625531,"625531,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148574,625533,"625533,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148575,625536,"625536,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148576,625556,"625556,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148577,625562,"625562,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148578,625579,"625579,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148579,625582,"625582,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148580,625602,"625602,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148581,625603,"625603,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148582,625705,"625705,Tamil Nadu,India",20469.0,IN,Postal Code,Active
9148583,626202,"626202,Tamil Nadu,India",20469.0,IN,Postal Code,Active
